repeat,mse_OLS,mse_Huber,mse_rho,mae_OLS,mae_Huber,mae_rho
112,0.05829499149691819,0.016659404612238866,0.06272644175515765,0.1727404047419116,0.09078686021478552,0.15093888623395332
113,0.055381493535323255,0.012114712110721263,0.045863670020174635,0.17481785002678238,0.08440999619814657,0.16196611220455565
114,0.068649871784374,0.016512803162743093,0.06003709289498501,0.18000835241844917,0.09207694437993065,0.1700871698169254
115,0.06087578717264336,0.01744746624615054,0.05445481194583327,0.19138821458856034,0.09366295672767395,0.18014016991875875
116,0.050663904671181745,0.015101476054481894,0.0492285659042694,0.17132579020303546,0.08485305287941801,0.1540688967270627
117,0.14673405989317326,0.060055939429079594,0.1158429182302966,0.19135539318091718,0.10027066781816729,0.1768375874245043
118,0.0726805449229974,0.017726634043320956,0.051858182450789866,0.2003783888744504,0.09223267363036598,0.1662406728670474
119,0.06809246923179635,0.023847944503297077,0.05637208057746509,0.19535049739773183,0.08845837103437458,0.17182714983871558
120,0.08758654246485922,0.015361850622191826,0.04516720804061593,0.20167580494207796,0.08570202976334051,0.16633564121651062
121,0.06516061667051218,0.026013804242195508,0.07600287037663452,0.18216287298954265,0.09623549826573602,0.1872807478081642
122,0.041043164068410236,0.014247114534435645,0.04017860455533014,0.15681934808436343,0.08800025381824206,0.14562496561933042
123,0.10188469150820423,0.049209080463573196,0.1017879411545205,0.19269793592687987,0.09740110583168363,0.16760356894174414
124,0.045918077564834764,0.017059839314103716,0.04174491560196156,0.16177940044902908,0.09143333448029552,0.15456498421801518
125,0.05570932668687889,0.013666149819861207,0.049635822324065194,0.18259482598051924,0.08754578299404747,0.15562946454442392
126,0.08210809181459484,0.05916722166444489,0.06841889571596271,0.1752685385521897,0.10165728390930959,0.1590445758519987
127,0.042605342122115336,0.02002287390439441,0.03917301430982054,0.14705055390087585,0.09269436507187377,0.1448040899397584
128,0.07477283178122596,0.016610855299709213,0.04900724569340948,0.20732611641973608,0.09134303428898155,0.17495631204349563
129,0.06613780045356553,0.014975760240041385,0.05157836727042303,0.1977669112396148,0.08958211213757201,0.17449104901167978
130,0.09773172551785936,0.05540408336159417,0.09645389204773606,0.2099450310917884,0.11227403720167269,0.19440350944653528
131,0.055042248721879114,0.05230232316165872,0.06822211047168177,0.15945720057269705,0.10651190218026317,0.1653066704604329
132,0.05241730240971785,0.029175249619638067,0.04192641757249907,0.16721267546397672,0.09966120154482723,0.1447926700892008
133,0.060387124135658075,0.015023151401596215,0.03718606102144999,0.18953191103243705,0.0863281592703951,0.1429506429402907
134,0.08503245829930112,0.04149280697013899,0.08120369340252832,0.21062666768552576,0.09406900049160463,0.204027562025922
135,0.05515202230108381,0.016133395658579963,0.0584330909428768,0.17038228660994342,0.09024898499253281,0.17188377485868656
136,0.061841366970540164,0.015447756992609644,0.051696767024994726,0.18729045693283994,0.08710684878989146,0.17053895640878924
137,0.07420671924002292,0.053326001903095936,0.07209302961718712,0.1869833586535981,0.11238689337871297,0.1735069122620717
138,0.05823893151298197,0.021448487959897268,0.04828845150637316,0.1846951191569627,0.09509069612043995,0.16521227195085658
139,0.06263757473036217,0.017358530937012083,0.06566104225416211,0.18099166126219535,0.09404905976277034,0.1709166839218481
140,0.06359628516042415,0.02934403839845248,0.06873670868377982,0.1790680846912955,0.10254221798016758,0.16494975188674132
141,0.07051692273813284,0.04673948356033255,0.06168448956657517,0.1905546675765231,0.0958302975604835,0.17070315505423253
142,0.057224566701571306,0.027146487445412107,0.060207669075148344,0.1735801245465794,0.09446015545310188,0.16644700377073565
143,0.0688577393734665,0.01989151104170832,0.059653003840633816,0.20289649120797876,0.10070149676744725,0.19114571635775382
144,0.05462229984383933,0.01765762452973622,0.05252729067544127,0.18281223325601587,0.09504515165117514,0.16327610053269093
145,0.07506091771408895,0.04601435658031019,0.06819455804478548,0.1780028540642478,0.1041719977076536,0.1564722501372945
146,0.039088865680986636,0.016313013314351504,0.06114600983208946,0.14649837467571172,0.08915798747896685,0.14848033351650813
147,0.05890591860889956,0.017818317627287885,0.051612568062275925,0.1741368927252281,0.09245083181991054,0.1620919575453696
148,0.09055297704002666,0.04494559356633127,0.060256662691951166,0.19076629368865833,0.10015808487167076,0.1584921454903586
149,0.03701483589441964,0.013792608769244435,0.028593575796517428,0.14384592372288754,0.08263440441827673,0.12442453766025707
150,0.07372819516110463,0.0606562202709062,0.07326972273076071,0.17860108032219607,0.10845318668853436,0.1683836357570079
151,0.04967747107852378,0.030127506578517392,0.04674842903352551,0.15364794802937728,0.10040466295391338,0.14401072364910952
152,0.03181465655783048,0.013076483206663488,0.03158372887447079,0.13925904523322033,0.0843670207709178,0.1418560096214148
153,0.044751463935530374,0.02548682769207124,0.044610633236230844,0.1609772089658387,0.09372445684675057,0.14634080552584608
154,0.07283632960015667,0.030386678044438703,0.06312663749574257,0.18669424293743359,0.1048250117284236,0.16636274291271722
155,0.10246555572271693,0.016026985907401727,0.08955801029822831,0.2259296169941985,0.09145289683324595,0.2025171416881751
156,0.043352758491600904,0.011414450878199867,0.04133541958879153,0.15626085437006965,0.07914802841519004,0.15153633806184214
157,0.04859636338963335,0.016662253903950708,0.037653683575978564,0.1674939632975515,0.09172936013071184,0.1473132738053254
158,0.05238524417574707,0.018175184126548814,0.04863136420464537,0.1779809819420197,0.09650254955327055,0.16803196222766786
159,0.05030464024998914,0.048778438884942016,0.048645277733519184,0.16576158261423632,0.10712361885910784,0.16000290079066673
160,0.08145997648641641,0.04538522357798226,0.0711088561700418,0.17490225901230977,0.0957631851329672,0.16641748913400242
161,0.0655467919845387,0.04319443346521319,0.07069298215392995,0.16454150072900206,0.09455019767675138,0.15739836944044103
162,0.07183370398328122,0.0242014026859379,0.054095787582448505,0.20752403289402002,0.08744469594781351,0.17840317438974393
163,0.08046752266441741,0.031423856013918935,0.06227320269387055,0.21389495188534882,0.1003799720466364,0.1868953632210025
164,0.18145668548801105,0.05463102076898167,0.17285744943300085,0.21711331672444603,0.10400516524626831,0.21079890455810843
165,0.08166556581280188,0.016997414696474755,0.07446770878294946,0.22193979069058214,0.08627910566206629,0.18968305515162082
